Unnamed: 0,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,additional_retirement_savings,new_accumulated_capital
21103,57,1080,2,2,4,285491.10083978315,0.18,70506.92,0.0,285491.10083978315
21104,55,1080,2,2,3,20756.95868920144,0.02,72176.79,0.0,20756.95868920144
21105,57,1079,1,3,1,400551.05608944094,0.06,43702.97,5641.796573023991,406192.85266246495
21106,36,879,1,3,1,-137292.56624461128,0.19,79344.78,0.0,-137292.56624461128
21107,62,1210,3,2,5,-24579.029223637783,0.14,58441.07,0.0,-24579.029223637783
21108,45,1203,3,2,5,26906.746522147096,0.17,31080.48,17653.223183401646,44559.96970554874
21109,52,1323,3,2,5,-135718.74264237288,0.09,78072.56,0.0,-135718.74264237288
21110,54,1323,1,2,1,-280967.6270088581,0.2,34253.48,52665.45462915873,-228302.17237969936
21111,60,1297,3,2,3,-249226.6689581689,0.22,54779.09,0.0,-249226.6689581689
21112,50,1191,3,1,5,34349.08067449692,0.07,67659.29,0.0,34349.08067449692
21113,51,1387,3,2,2,96621.66421613828,0.26,112542.3,0.0,96621.66421613828
21114,42,1072,1,4,1,197295.0187145608,0.07,28335.22,40811.686117908044,238106.70483246885
21115,57,1118,2,2,5,-104380.7271095118,0.24,46565.2,0.0,-104380.7271095118
21116,56,1257,1,2,1,203482.1034806209,0.09,128291.19,0.0,203482.1034806209
21117,48,1304,1,2,1,-174992.80724944058,0.06,103498.27,0.0,-174992.80724944058
21118,54,1318,3,2,2,-220197.44913817488,0.2,38268.55,0.0,-220197.44913817488
21119,54,1318,3,2,2,106326.1622676925,0.07,75576.84,0.0,106326.1622676925
21120,43,1143,1,1,1,77939.76726577435,0.18,82202.01,0.0,77939.76726577435
21121,51,1318,3,2,5,-170924.813624656,0.02,6883.08,1419.9302532422294,-169504.88337141377
21122,52,1350,3,2,4,-36773.55743571368,0.22,51989.49,0.0,-36773.55743571368
21123,58,1269,2,2,3,212402.1592905408,0.32,7949.13,11887.565821828723,224289.72511236952
21124,58,1177,1,2,1,10382.009992135389,0.23,44847.02,19281.675714427223,29663.68570656261
21125,44,1367,1,2,1,-58618.43861955031,0.02,160943.85,0.0,-58618.43861955031
21126,49,1075,2,2,5,184320.6505324936,0.26,109074.96,0.0,184320.6505324936
21127,45,1400,1,2,1,-95782.94609571998,0.21,80849.81,0.0,-95782.94609571998
21128,51,1801,2,2,5,-104218.56769274178,0.29,76913.69,0.0,-104218.56769274178
21129,59,1186,1,2,1,-228348.0938160279,0.35,104120.9,0.0,-228348.0938160279
21130,54,1020,3,1,4,-144110.60972101983,0.35,15996.61,43041.47467080299,-101069.13505021684
21131,47,1026,2,2,3,-153491.35978863284,0.17,118359.16,0.0,-153491.35978863284
21132,48,1159,3,2,5,-149887.42112805077,0.17,69980.52,0.0,-149887.42112805077
21133,63,985,2,2,3,120589.6393102486,0.28,37169.21,0.0,120589.6393102486
21134,53,1029,2,2,5,5963.6077311291965,0.04,71232.18,0.0,5963.6077311291965
21135,49,969,3,2,3,-248384.27332281764,0.05,56977.87,0.0,-248384.27332281764
21136,51,1136,3,2,3,83810.27597602754,0.12,38890.92,0.0,83810.27597602754
21137,35,1010,3,2,5,115049.71216864129,0.21,27144.35,36266.99901674836,151316.71118538966
21138,36,1020,3,2,3,-214463.8725488932,0.23,26502.11,36562.87807632972,-177900.9944725635
21139,43,1071,2,2,5,287785.09173957835,0.31,46245.06,0.0,287785.09173957835
21140,62,1053,2,2,3,-30395.766923474253,0.03,90617.1,0.0,-30395.766923474253
21141,47,969,3,2,3,-23691.413916571724,0.34,112642.04,0.0,-23691.413916571724
21142,42,905,3,2,3,-317249.29265613377,0.12,43299.77,0.0,-317249.29265613377
21143,57,832,2,1,3,30839.111098462705,0.29,48715.47,0.0,30839.111098462705
21144,46,832,3,1,3,5393.467655303845,0.08,113578.48,0.0,5393.467655303845
21145,39,928,1,1,1,-57818.44476990489,0.29,10363.75,75077.68473727055,17259.239967365662
21146,37,928,1,1,1,136777.21047182416,0.34,51010.88,97987.81223403796,234765.02270586212
21147,51,1513,2,1,3,224460.39296103927,0.06,45044.59,0.0,224460.39296103927
21148,56,1513,3,1,3,-176613.54101198487,0.33,21482.69,17342.083090073957,-159271.45792191091
21149,56,845,2,2,4,-421166.7130683087,0.13,38618.57,0.0,-421166.7130683087
21150,50,915,3,2,5,1635.0794480312634,0.33,59612.77,0.0,1635.0794480312634
21151,51,915,3,2,3,47531.95831027596,0.25,86872.63,0.0,47531.95831027596
21152,54,1546,1,1,1,18647.148235182543,0.34,116266.96,0.0,18647.148235182543
21153,55,898,3,2,3,62097.93356098903,0.16,36238.21,0.0,62097.93356098903
21154,49,1780,3,2,4,3041.292901218805,0.28,62122.34,0.0,3041.292901218805
21155,48,1780,2,2,5,10485.879288182296,0.21,63782.12,0.0,10485.879288182296
21156,46,831,2,1,3,86070.83742290504,0.22,30389.27,20755.476806923296,106826.31422982833
21157,44,890,3,1,3,-145564.07924224433,0.03,93874.24,0.0,-145564.07924224433
21158,52,852,2,1,3,-24442.81336276655,0.03,35812.64,0.0,-24442.81336276655
21159,38,852,3,1,5,-74861.63730885093,0.18,137865.65,0.0,-74861.63730885093
21160,48,897,1,1,1,-98402.6399450681,0.31,27345.47,112778.68711014079,14376.047165072683
21161,55,883,2,2,5,-322163.9292233166,0.18,48124.12,0.0,-322163.9292233166
21162,40,897,3,1,3,-121116.99071175596,0.09,44001.67,0.0,-121116.99071175596
21163,40,890,2,1,5,34959.57532183456,0.11,10067.96,25968.60761820808,60928.18294004264
21164,52,840,1,4,1,80770.85290970406,0.34,70443.14,45032.04044773614,125802.89335744019
21165,39,1161,3,2,3,-279136.3536922371,0.15,103243.14,0.0,-279136.3536922371
21166,52,1876,2,1,3,36354.71484298292,0.19,41372.32,0.0,36354.71484298292
21167,55,1809,3,1,2,-100164.18368945956,0.19,75526.47,0.0,-100164.18368945956
21168,45,996,3,1,5,-10112.527593016988,0.06,168715.15,0.0,-10112.527593016988
21169,62,1845,1,1,1,20333.329674204087,0.18,23619.58,9080.893004204045,29414.222678408132
21170,56,1031,1,1,1,-25979.1845276649,0.29,112574.5,0.0,-25979.1845276649
21171,55,986,1,1,1,158259.60348698625,0.3,26360.58,54445.25124810495,212704.8547350912
21172,58,1683,1,1,1,528805.6701245323,0.25,108739.89,0.0,528805.6701245323
21173,53,1683,1,1,1,159284.45946840078,0.35,53397.15,31867.96793626181,191152.4274046626
21174,52,1763,1,1,1,69166.84295031044,0.16,101629.55,0.0,69166.84295031044
21175,49,940,1,1,1,73187.83684874325,0.17,80571.52,0.0,73187.83684874325
21176,45,1912,2,1,3,4913.1320413700405,0.25,122048.46,0.0,4913.1320413700405
21177,63,1561,1,1,1,49965.99282268558,0.22,59856.7,4126.9154733664,54092.90829605197
21178,58,1849,1,1,1,42734.43739663064,0.01,42711.55,798.4149868874465,43532.85238351808
21179,40,789,2,1,3,-42489.231720512274,0.23,19078.88,102895.22239444547,60405.9906739332
21180,47,1098,1,1,1,122946.6763559039,0.08,143301.68,0.0,122946.6763559039
21181,41,1147,1,1,1,27500.875170262672,0.01,154699.61,0.0,27500.875170262672
21182,46,1110,1,1,1,169420.93674668556,0.17,47986.15,25325.299772277907,194746.23651896347
21183,42,958,1,1,1,43182.7012498338,0.08,245997.73,0.0,43182.7012498338
21184,37,782,1,1,1,315488.7294672847,0.18,31441.54,159873.56065781479,475362.2901250995
21185,49,1531,2,1,3,-51653.983435142494,0.03,157354.09,0.0,-51653.983435142494
21186,45,740,2,4,3,24509.710557534778,0.14,49384.51,0.0,24509.710557534778
21187,49,1996,2,3,2,-103906.30819222511,0.04,68230.75,0.0,-103906.30819222511
21188,43,892,1,1,1,-109121.76125381143,0.12,78245.65,0.0,-109121.76125381143
21189,42,914,1,1,1,207043.33989867184,0.31,65551.01,83624.00936238906,290667.3492610609
21190,53,992,1,1,1,-263441.31103882263,0.07,38550.42,23007.286877472416,-240434.02416135021
21191,44,855,3,1,5,103408.86816625812,0.3,56295.44,0.0,103408.86816625812
21192,36,947,3,1,3,107457.3551492896,0.14,26813.1,22516.82484752791,129974.1799968175
21193,35,990,1,3,1,-146687.27322528308,0.29,101648.63,0.0,-146687.27322528308
21194,59,1549,1,1,1,840.2900486450527,0.13,87409.64,0.0,840.2900486450527
21195,50,838,1,1,1,-102700.553238049,0.31,90918.15,0.0,-102700.553238049
21196,56,1549,1,1,1,26932.651005707823,0.11,86811.76,0.0,26932.651005707823
21197,62,1659,3,1,3,60655.4319471837,0.23,81415.19,0.0,60655.4319471837
21198,63,1561,3,1,2,-224089.26035610205,0.11,117468.27,0.0,-224089.26035610205
21199,56,1549,1,1,1,-55743.58664348743,0.21,85122.05,0.0,-55743.58664348743
21200,56,1767,2,1,5,130563.48169027256,0.19,64811.57,0.0,130563.48169027256
21201,45,1767,3,1,5,-106117.76817662823,0.33,30840.81,34003.77147795434,-72113.9966986739
21202,37,2055,2,1,3,93549.60138666088,0.08,157188.02,0.0,93549.60138666088
21203,46,1397,1,3,1,77863.00988819936,0.31,22296.77,107291.03091271567,185154.04080091504
21204,48,1733,2,1,3,10034.61431228843,0.32,39363.62,0.0,10034.61431228843
21205,57,1893,2,1,3,-126884.19178676615,0.06,22875.61,1476.5534024785195,-125407.63838428764
21206,44,1893,3,1,3,-111359.65848112896,0.16,66873.18,0.0,-111359.65848112896
21207,59,1712,1,1,1,-86123.19531452942,0.07,81016.97,0.0,-86123.19531452942
21208,38,1102,1,2,1,63222.89101935177,0.06,36776.54,58649.749441643806,121872.64046099558
21209,42,971,1,1,1,60582.49874637281,0.02,40060.88,16485.813769851287,77068.3125162241
21210,42,2064,2,2,4,-338496.46526778914,0.11,73014.78,0.0,-338496.46526778914
21211,50,1759,2,1,4,-145035.87839642164,0.05,29142.78,3283.9504485326493,-141751.927947889
21212,50,1142,1,4,1,39867.0882268858,0.09,24787.22,25138.302527483553,65005.39075436935
21213,49,961,1,1,1,374573.285228106,0.03,60599.99,4459.2989945804275,379032.5842226864
21214,39,1155,1,1,1,-48957.20631418375,0.34,100687.36,0.0,-48957.20631418375
21215,62,1044,1,1,1,44021.50568630926,0.3,140427.78,0.0,44021.50568630926
21216,37,1272,2,1,4,11496.661196734758,0.03,60122.72,0.0,11496.661196734758
21217,38,935,3,1,3,161931.4604820667,0.21,127820.71,0.0,161931.4604820667
21218,60,1166,3,1,2,-261124.2247726016,0.12,38969.87,0.0,-261124.2247726016
21219,58,1129,2,2,3,93400.53101585328,0.26,165598.06,0.0,93400.53101585328
21220,42,1229,1,1,1,-63541.19729401172,0.22,47347.47,42865.64499746301,-20675.55229654871
21221,42,741,1,1,1,-126827.04997063476,0.09,132470.45,0.0,-126827.04997063476
21222,47,1105,3,2,5,-20446.6576855231,0.2,32290.36,18585.43074831886,-1861.2269372042392
21223,48,969,3,1,2,-264896.7385296112,0.16,104301.25,0.0,-264896.7385296112
21224,50,1118,3,2,3,-98900.40540038604,0.35,25981.35,20493.93578450258,-78406.46961588346
21225,40,1127,1,1,1,-90602.83747583904,0.22,66053.77,68149.83114090103,-22453.006334938007
21226,38,946,1,1,1,114155.10720035432,0.3,75089.27,0.0,114155.10720035432
21227,45,996,1,1,1,311631.4174934456,0.23,136450.14,0.0,311631.4174934456
21228,44,928,1,1,1,293750.0016293424,0.17,76769.84,0.0,293750.0016293424
21229,48,928,1,1,1,-124365.75268279004,0.23,100747.52,0.0,-124365.75268279004
21230,58,1368,3,1,3,13171.511597350463,0.22,91666.5,0.0,13171.511597350463
21231,56,1239,2,1,5,213480.7920824105,0.25,127822.64,0.0,213480.7920824105
21232,53,1254,2,1,5,-94516.79820775254,0.23,12512.76,24536.87240104229,-69979.92580671025
21233,56,1616,3,1,5,50616.53321264807,0.09,56653.63,0.0,50616.53321264807
21234,45,892,1,1,1,145645.7648160092,0.19,31564.29,100185.99213015258,245831.7569461618
21235,39,1485,3,1,3,33685.39780700204,0.29,18505.56,134059.06159128156,167744.4593982836
21236,42,858,1,1,1,-49191.48320568456,0.26,107427.69,0.0,-49191.48320568456
21237,61,1465,1,1,1,1817.197283929299,0.01,121913.31,0.0,1817.197283929299
21238,39,700,1,1,1,-125825.5476611834,0.32,78131.46,0.0,-125825.5476611834
21239,58,1368,1,1,1,79372.63102055322,0.16,31148.72,23290.753784735734,102663.38480528895
21240,44,700,1,1,1,4803.110224776899,0.19,10790.38,36781.02746585538,41584.137690632284
21241,58,1239,2,1,3,58613.29687972281,0.23,76598.16,0.0,58613.29687972281
21242,43,1439,1,1,1,-133926.2702597767,0.3,30135.39,173849.59810866378,39923.32784888707
21243,36,1816,1,1,1,358671.87281599414,0.3,124345.02,0.0,358671.87281599414
21244,56,1520,2,1,3,246137.1034018508,0.15,18453.41,16928.035459500483,263065.1388613513
21245,49,1013,3,2,5,57701.08748787641,0.17,65863.11,0.0,57701.08748787641
21246,41,799,1,1,1,254336.75332097808,0.31,116906.83,0.0,254336.75332097808
21247,46,799,1,1,1,-212076.38793715843,0.07,19216.24,20879.794724300435,-191196.593212858
21248,43,756,1,1,1,9198.545362509689,0.18,95428.04,0.0,9198.545362509689
21249,59,651,2,1,5,136419.53724130188,0.32,35816.12,0.0,136419.53724130188
21250,45,1020,2,1,3,176612.58248458768,0.29,22389.39,43386.800823487945,219999.38330807563
21251,54,1860,3,1,3,48614.80118178703,0.27,60316.67,0.0,48614.80118178703
21252,35,1098,3,4,5,-120814.75048194868,0.35,108949.37,0.0,-120814.75048194868
21253,39,967,1,1,1,226719.61556498616,0.22,101581.22,0.0,226719.61556498616
21254,50,964,1,1,1,-273011.55746008066,0.24,32021.43,86599.93816196547,-186411.6192981152
21255,52,1860,3,1,3,-161500.9063274724,0.2,64791.94,0.0,-161500.9063274724
21256,56,1809,1,1,1,69374.39897222795,0.22,122208.68,0.0,69374.39897222795
21257,51,757,2,1,3,-130800.04233364807,0.03,61446.06,0.0,-130800.04233364807
21258,38,871,1,2,1,156416.3689067972,0.34,29506.32,265793.3084589787,422209.6773657759
21259,37,792,1,1,1,89522.7961921172,0.18,94961.91,0.0,89522.7961921172
21260,54,1560,3,1,3,-57269.80563233819,0.18,55536.73,0.0,-57269.80563233819
21261,58,1560,3,1,2,136908.82431759735,0.11,28622.51,2942.7526091852656,139851.5769267826
21262,63,1796,2,1,3,230823.3275000156,0.3,67509.97,0.0,230823.3275000156
21263,55,1829,1,1,1,43870.243498602176,0.21,98056.74,0.0,43870.243498602176
21264,35,959,1,1,1,-113782.41923476226,0.25,55922.72,88949.02145530656,-24833.3977794557
21265,47,1164,1,1,1,77771.38165372852,0.17,77111.39,0.0,77771.38165372852
21266,44,1147,3,1,3,-34614.44805356905,0.01,58968.3,0.0,-34614.44805356905
21267,58,948,1,2,1,-6859.451782430388,0.05,39442.59,9216.34633303431,2356.894550603921
21268,61,1119,1,2,1,-86877.36331839571,0.19,48671.94,5049.032547625581,-81828.33077077013
21269,47,2021,2,1,5,42602.90931871022,0.34,58709.35,0.0,42602.90931871022
21270,59,1549,1,1,1,245904.7301143141,0.13,23217.65,12065.362596772142,257970.09271108624
21271,63,1549,1,1,1,241394.3177503016,0.34,33828.87,15669.68,257063.99775030158
21272,52,933,1,1,1,14740.314431257795,0.09,77518.8,0.0,14740.314431257795
21273,49,1733,2,1,4,119285.5380116478,0.14,25000.0,8585.010482142268,127870.54849379008
21274,60,1591,3,1,3,-97828.0492698829,0.34,46675.3,0.0,-97828.0492698829
21275,47,1009,2,1,3,100077.02835916974,0.11,35122.21,11118.450550740274,111195.47890991002
21276,44,1009,3,1,3,180549.2655744106,0.27,37203.58,0.0,180549.2655744106
21277,50,1763,1,1,1,-246245.239261258,0.08,27374.48,24677.51830795773,-221567.72095330025
21278,58,1809,3,1,3,-89265.99997932995,0.21,36534.87,0.0,-89265.99997932995
21279,62,1809,2,1,3,-181455.4692697079,0.24,127200.43,0.0,-181455.4692697079
21280,44,986,1,1,1,141961.2082811826,0.01,15700.17,2816.6823449688704,144777.89062615146
21281,42,868,1,1,1,36287.85823264515,0.19,33122.17,129488.82549751463,165776.68373015977
21282,37,1050,3,1,3,-144157.77259049373,0.24,32442.68,43990.43871160742,-100167.3338788863
21283,56,1829,3,1,5,39657.91525721422,0.13,67380.9,0.0,39657.91525721422
21284,61,1591,1,1,1,-14451.625579224896,0.19,328146.72,0.0,-14451.625579224896
21285,48,941,3,2,5,214433.23450204264,0.34,87447.16,0.0,214433.23450204264
21286,49,941,3,1,5,122215.34356957838,0.19,64690.88,0.0,122215.34356957838
21287,48,942,3,2,5,-141366.51075050773,0.28,108462.91,0.0,-141366.51075050773
21288,48,948,1,2,1,-173044.83869096194,0.12,76030.34,0.0,-173044.83869096194
21289,48,925,2,2,5,83707.79888270854,0.01,38182.61,0.0,83707.79888270854
21290,37,925,3,1,5,-225784.47030848704,0.05,55459.09,0.0,-225784.47030848704
21291,48,894,1,4,1,-88469.03761330032,0.14,91227.8,0.0,-88469.03761330032
21292,41,1155,1,1,1,24157.4478694609,0.22,26136.75,126394.29995456817,150551.74782402907
21293,51,1114,2,1,5,139088.43775580788,0.22,317610.25,0.0,139088.43775580788
21294,60,1044,1,1,1,36308.77026687554,0.03,68065.35,1368.117703354479,37676.88797023002
21295,35,1140,2,2,5,85864.32260484179,0.04,128639.98,0.0,85864.32260484179
21296,60,1003,3,2,5,5456.867232725955,0.05,41357.9,0.0,5456.867232725955
21297,45,986,1,1,1,1301.5818551346108,0.04,82022.61,0.0,1301.5818551346108
21298,56,964,3,1,3,-109941.04506330204,0.07,16163.81,6919.591345210812,-103021.45371809123
21299,45,1066,1,4,1,32185.19481282681,0.21,41123.8,57707.18663494417,89892.38144777098
21300,63,1852,1,1,1,176397.24366101506,0.15,152739.53,0.0,176397.24366101506
21301,58,1809,3,1,3,-156287.5446235884,0.24,215370.77,0.0,-156287.5446235884
21302,61,1561,1,1,1,-12870.90889576722,0.05,42922.49,2343.477674309539,-10527.43122145768
21303,46,1767,1,1,1,-166179.06993497317,0.06,201658.49,0.0,-166179.06993497317
21304,41,872,1,3,1,102634.8843104908,0.11,97073.89,0.0,102634.8843104908
21305,41,1205,1,1,1,-107256.55154668012,0.08,114123.07,0.0,-107256.55154668012
21306,58,1119,1,1,1,-148799.1830758601,0.33,76849.44,0.0,-148799.1830758601
21307,54,979,1,1,1,120327.71103838833,0.3,40199.46,76876.06431398902,197203.77535237733
21308,42,1036,2,1,5,96561.04225298746,0.25,32939.99,33888.580375715894,130449.62262870336
21309,37,1036,3,1,5,42433.03178316466,0.33,106836.14,0.0,42433.03178316466
21310,43,1184,3,2,5,-101662.53675578337,0.16,57252.78,0.0,-101662.53675578337
21311,40,801,1,1,1,-54497.79823089857,0.29,136261.49,0.0,-54497.79823089857
21312,50,1750,3,1,3,86620.74711502578,0.18,50703.77,0.0,86620.74711502578
21313,47,1750,2,3,3,-92571.54709301631,0.24,230922.33,0.0,-92571.54709301631
21314,44,1856,3,1,5,61872.51684176554,0.3,30087.71,32387.23716655679,94259.75400832233
21315,36,872,2,1,4,-115453.83032891208,0.04,17051.49,20456.174339055673,-94997.6559898564
21316,41,959,1,1,1,-149897.85314756757,0.06,49706.82,13111.441761715301,-136786.41138585226
21317,53,888,2,1,2,99803.89505667223,0.06,20350.84,10410.506124058697,110214.40118073093
21318,52,1683,3,1,3,-184373.31609481445,0.08,16163.41,12156.17610414071,-172217.13999067375
21319,35,1736,1,1,1,-44119.99894241624,0.26,71652.62,0.0,-44119.99894241624
21320,53,894,3,4,1,-246893.0154169091,0.17,2641.61,3828.7399963209537,-243064.27542058815
21321,61,1712,1,1,1,-71058.41089818541,0.11,115408.11,0.0,-71058.41089818541
21322,40,1681,2,1,3,33708.28080914716,0.34,43084.14,0.0,33708.28080914716
21323,37,1681,3,1,5,28059.797426072742,0.09,42937.7,0.0,28059.797426072742
21324,47,1912,2,1,5,-311220.3344557285,0.17,90289.11,0.0,-311220.3344557285
21325,48,1031,1,4,1,34237.54276020125,0.25,72668.02,0.0,34237.54276020125
21326,55,1031,1,4,1,25035.70016735171,0.03,119621.84,0.0,25035.70016735171
21327,46,986,1,1,1,164762.94442767053,0.03,65635.53,6112.938370375397,170875.88279804593
21328,48,890,1,1,1,105864.462927945,0.13,72549.76,0.0,105864.462927945
21329,61,1659,1,1,1,42397.324332619566,0.08,35824.87,7823.8502034752955,50221.17453609486
21330,53,1571,1,1,1,-209840.5814384225,0.06,51206.92,5238.997056182287,-204601.5843822402
21331,42,868,1,1,1,118275.30900780688,0.05,65935.76,13566.90941553967,131842.21842334655
21332,47,1939,3,2,4,-19567.87226703572,0.06,191182.69,0.0,-19567.87226703572
21333,40,1071,3,2,3,109746.252090037,0.08,111643.79,0.0,109746.252090037
21334,48,1200,1,2,1,108648.19422576792,0.34,107479.22,0.0,108648.19422576792
21335,56,948,1,2,1,-200622.04193210503,0.31,132449.09,0.0,-200622.04193210503
21336,39,925,1,1,1,-108246.7545505888,0.31,55157.28,85426.07962466397,-22820.67492592483
21337,52,1665,2,1,5,-234333.2878484288,0.14,36111.81,0.0,-234333.2878484288
21338,53,1683,3,1,3,-18240.69787190584,0.34,36992.22,0.0,-18240.69787190584
21339,57,1165,3,2,2,-358333.5149176314,0.21,107065.1,0.0,-358333.5149176314
21340,49,1098,1,1,1,28563.45938843916,0.04,77050.03,0.0,28563.45938843916
21341,41,1179,1,1,1,-37435.74159303681,0.23,106552.8,0.0,-37435.74159303681
21342,45,1221,1,2,1,29781.42285783772,0.13,21292.1,46240.14923101138,76021.5720888491
21343,46,1051,1,1,1,-136450.6460583733,0.28,122741.24,0.0,-136450.6460583733
21344,59,989,1,4,1,78780.9467641984,0.3,57234.07,13727.284877715647,92508.23164191404
21345,45,954,1,2,1,90647.37353597525,0.03,51248.99,5136.815161575512,95784.18869755077
21346,44,973,1,1,1,42383.64436354108,0.12,204297.58,0.0,42383.64436354108
21347,35,954,1,1,1,55504.51302072511,0.17,21586.6,116739.02160446075,172243.53462518586
21348,37,967,1,1,1,-46604.71191505452,0.02,123603.52,0.0,-46604.71191505452
21349,52,1850,1,1,1,109314.13819913394,0.31,242326.09,0.0,109314.13819913394
21350,45,1912,2,1,3,136304.35500299197,0.28,91365.32,0.0,136304.35500299197
21351,53,1860,3,1,5,-32926.69534972728,0.02,146404.41,0.0,-32926.69534972728
21352,58,1860,2,1,3,5130.044084402742,0.06,49637.89,0.0,5130.044084402742
21353,39,1050,1,1,1,133038.07678853153,0.04,64942.89,12978.292064358255,146016.36885288978
21354,43,824,1,3,1,-41232.92706190166,0.22,10861.02,45948.243538138515,4715.316476236854
21355,43,1777,2,1,5,-61916.83261484282,0.04,42384.5,0.0,-61916.83261484282
21356,42,1777,2,1,5,44893.19983457369,0.22,79425.5,0.0,44893.19983457369
21357,45,1597,1,2,1,266614.89503660804,0.05,100595.69,0.0,266614.89503660804
21358,37,1736,1,1,1,-55544.413038406536,0.16,50143.34,45327.68819890533,-10216.724839501207
21359,41,1009,1,1,1,307771.5350250892,0.22,39598.24,191492.50860313457,499264.0436282238
21360,63,1654,2,1,5,35283.01542996276,0.21,13463.6,4430.376376608,39713.39180657076
21361,61,848,1,1,1,-91371.71246099262,0.29,40948.8,27298.948340480005,-64072.76412051262
21362,43,1009,3,1,3,-81257.92450180727,0.0,23790.29,0.0,-81257.92450180727
21363,43,983,1,4,1,-56870.076022856,0.21,83771.31,0.0,-56870.076022856
21364,57,1852,2,1,5,63678.8512500273,0.18,98225.31,0.0,63678.8512500273
21365,52,1860,1,1,1,-191442.71376107607,0.13,3721.27,4547.875222986083,-186894.83853809
21366,49,1912,2,1,5,50950.9770617718,0.24,4219.42,12419.576546935103,63370.553608706905
21367,44,971,1,1,1,307392.21010854846,0.26,72397.33,0.0,307392.21010854846
21368,38,987,1,1,1,-127578.80511426134,0.33,44429.99,155881.36128707128,28302.556172809942
21369,51,1966,1,1,1,-221308.3995149276,0.18,42255.27,31381.05767111636,-189927.3418438112
21370,42,1022,1,2,1,-73561.32527693831,0.18,48793.59,36143.08193490658,-37418.24334203173
21371,59,1220,1,2,1,-92227.4229035058,0.11,27025.6,11883.566356260388,-80343.8565472454
21372,55,1571,1,1,1,64511.63301937208,0.15,57261.26,11826.764386379444,76338.39740575152
21373,46,890,1,1,1,-67537.31466201993,0.17,83736.86,0.0,-67537.31466201993
21374,51,698,1,3,1,-111042.15099801656,0.31,72840.84,0.0,-111042.15099801656
21375,35,1048,3,2,3,-94552.2920774301,0.09,51194.01,0.0,-94552.2920774301
21376,42,1132,3,2,3,-145210.53267441,0.08,78881.38,0.0,-145210.53267441
21377,41,2172,2,1,4,-220335.1939584209,0.14,12340.95,37977.80433565868,-182357.38962276222
21378,37,1050,1,1,1,75287.79381979998,0.1,27454.59,77555.98096058122,152843.77478038118
21379,55,1712,1,1,1,74506.2076631139,0.33,99506.72,0.0,74506.2076631139
21380,63,1875,3,1,3,-63788.64388504972,0.17,33815.76,1801.5992697331203,-61987.0446153166
21381,50,1777,2,1,3,-114480.8175153663,0.01,55793.29,0.0,-114480.8175153663
21382,37,925,1,1,1,1324.176348083545,0.07,109514.12,0.0,1324.176348083545
21383,51,1893,1,1,1,59176.09001450155,0.15,95767.86,0.0,59176.09001450155
21384,61,1591,3,1,3,-242194.1414527009,0.26,78282.35,0.0,-242194.1414527009
21385,61,1591,3,1,5,3792.984230187087,0.33,210000.11,0.0,3792.984230187087
21386,62,1591,1,1,1,25003.97144566896,0.21,28836.44,12934.35632523982,37938.327770908785
21387,52,940,1,1,1,103538.10962597268,0.26,140756.22,0.0,103538.10962597268
21388,59,1712,1,1,1,32541.44739682834,0.19,26768.65,20331.004482980734,52872.45187980907
21389,55,940,1,1,1,133453.1478056442,0.13,37067.87,33176.05738058773,166629.20518623193
21390,62,1591,1,1,1,15402.901313637334,0.24,45371.19,4651.631365315416,20054.53267895275
21391,57,1026,1,1,1,107962.03368278767,0.02,37580.59,4042.861081566074,112004.89476435375
21392,39,1061,3,1,4,-130584.1984529421,0.15,52692.43,0.0,-130584.1984529421
21393,49,1078,1,1,1,125524.9036772981,0.24,26343.59,77540.57015563137,203065.47383292948
21394,37,1226,3,1,1,149169.73909257865,0.09,38377.77,19514.281870438484,168684.02096301713
21395,46,1051,1,1,1,145576.21822915974,0.23,73442.08,0.0,145576.21822915974
21396,39,1168,1,1,1,-222437.50988683,0.3,79881.68,0.0,-222437.50988683
21397,49,1110,1,1,1,425653.5941670029,0.05,40502.23,24836.576364295506,450490.1705312984
21398,50,1101,1,1,1,43837.00974525484,0.21,23119.35,54709.22114664247,98546.23089189731
21399,61,849,1,1,1,132477.88996239938,0.02,39614.13,2162.8481768461183,134640.73813924548
21400,46,986,1,1,1,-129471.51523703324,0.27,130666.44,0.0,-129471.51523703324
21401,46,930,3,1,4,-150388.7068414923,0.29,20256.03,91182.62693838179,-59206.07990311051
21402,50,930,2,1,3,4994.659202215533,0.31,71262.12,0.0,4994.659202215533
21403,35,1036,1,1,1,140123.5386686382,0.21,43612.96,116540.72964999978,256664.26831863797
21404,59,982,3,2,3,-18741.607305649683,0.3,41524.13,0.0,-18741.607305649683
21405,55,982,1,2,1,42372.87198090208,0.26,46307.11,16578.102151423194,58950.97413232527
21406,58,861,1,1,1,17617.62438916721,0.09,67759.68,5699.899630992999,23317.524020160206
21407,61,1082,1,4,1,182777.6894730614,0.24,96707.64,0.0,182777.6894730614
21408,44,971,1,1,1,12986.143011614677,0.01,47588.19,1707.5078117246396,14693.650823339316
21409,55,967,1,2,1,312507.1201341184,0.14,115191.13,0.0,312507.1201341184
21410,62,1154,3,2,2,22138.94707361253,0.14,32204.41,1926.0043388810204,24064.95141249355
21411,35,1172,1,2,1,14324.337758370742,0.14,32506.63,144771.43104032121,159095.76879869195
